Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мкс);Кол-во соединений
311;C(311, 2, 58, 134);7;4.56129;164596326;933
311;C(311, 3, 43, 82);7;4.56129;164596326;933
311;C(311, 3, 57, 116);7;4.56129;164596326;933
311;C(311, 3, 85, 124);7;4.56129;164596326;933
311;C(311, 3, 87, 110);7;4.56129;164596326;933
311;C(311, 3, 106, 131);7;4.56129;164596326;933
311;C(311, 3, 133, 140);7;4.56129;164596326;933
311;C(311, 4, 30, 83);7;4.56129;164596326;933
311;C(311, 4, 42, 94);7;4.56129;164596326;933
311;C(311, 4, 43, 116);7;4.56129;164596326;933
311;C(311, 4, 51, 76);7;4.56129;164596326;933
311;C(311, 4, 66, 71);7;4.56129;164596326;933
311;C(311, 4, 98, 150);7;4.56129;164596326;933
311;C(311, 5, 11, 73);7;4.56129;164596326;933
311;C(311, 5, 14, 95);7;4.56129;164596326;933
311;C(311, 5, 24, 145);7;4.56129;164596326;933
311;C(311, 5, 26, 118);7;4.56129;164596326;933
311;C(311, 5, 32, 33);7;4.56129;164596326;933
311;C(311, 5, 38, 103);7;4.56129;164596326;933
311;C(311, 6, 31, 45);7;4.56129;164596326;933
311;C(311, 6, 49, 99);7;4.56129;164596326;933
311;C(311, 6, 63, 141);7;4.56129;164596326;933
311;C(311, 6, 79, 114);7;4.56129;164596326;933
311;C(311, 6, 86, 147);7;4.56129;164596326;933
311;C(311, 6, 91, 137);7;4.56129;164596326;933
311;C(311, 7, 9, 82);7;4.56129;164596326;933
311;C(311, 7, 16, 107);7;4.56129;164596326;933
311;C(311, 7, 40, 109);7;4.56129;164596326;933
311;C(311, 7, 88, 103);7;4.56129;164596326;933
311;C(311, 7, 108, 153);7;4.56129;164596326;933
311;C(311, 7, 133, 144);7;4.56129;164596326;933
311;C(311, 8, 11, 115);7;4.56129;164596326;933
311;C(311, 8, 60, 145);7;4.56129;164596326;933
311;C(311, 8, 79, 86);7;4.56129;164596326;933
311;C(311, 8, 84, 123);7;4.56129;164596326;933
311;C(311, 8, 102, 152);7;4.56129;164596326;933
311;C(311, 8, 132, 142);7;4.56129;164596326;933
311;C(311, 9, 19, 50);7;4.56129;164596326;933
311;C(311, 9, 37, 140);7;4.56129;164596326;933
311;C(311, 9, 56, 61);7;4.56129;164596326;933
311;C(311, 9, 65, 129);7;4.56129;164596326;933
311;C(311, 9, 88, 109);7;4.56129;164596326;933
311;C(311, 10, 21, 48);7;4.56129;164596326;933
311;C(311, 10, 22, 146);7;4.56129;164596326;933
311;C(311, 10, 28, 121);7;4.56129;164596326;933
311;C(311, 10, 52, 75);7;4.56129;164596326;933
311;C(311, 10, 64, 66);7;4.56129;164596326;933
311;C(311, 10, 76, 105);7;4.56129;164596326;933
311;C(311, 11, 26, 38);7;4.56129;164596326;933
311;C(311, 11, 40, 103);7;4.56129;164596326;933
311;C(311, 11, 54, 114);7;4.56129;164596326;933
